plan_name,plan_data_gb,plan_price_eur,plan_max_speed_mbps,plan_network_type,age,city,region,urban,monthly_data_gb,monthly_call_minutes,monthly_sms,international_calls,payment_method,customer_tenure_months,avg_download_speed_mbps,network_complaints_last_6_months,dropped_calls_per_month,churn,contract_type
Mobile Unlimited,999,49.99,1000,5G,36,Namur,Wallonia,No,51.3,124,2,Yes,Direct debit,76,657,1,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,19,Brussels,Brussels,Yes,122.2,242,21,No,Direct debit,2,304,1,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,38,Ghent,Flanders,Yes,5.9,965,31,No,Direct debit,15,181,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,28,Ghent,Flanders,Yes,113.0,750,22,Yes,Direct debit,5,190,2,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,26,Brussels,Brussels,Yes,102.3,352,55,No,Direct debit,16,278,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,42,Brussels,Brussels,Yes,5.7,967,70,No,Direct debit,43,84,1,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,56,Ghent,Flanders,Yes,95.8,865,59,No,Direct debit,73,458,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,51,Leuven,Flanders,Yes,27.2,242,1,No,Direct debit,25,352,0,4,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,21,Ghent,Flanders,Yes,49.8,1111,8,No,Direct debit,11,217,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,28,Mechelen,Flanders,No,10.6,332,30,No,Direct debit,23,171,0,0,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,51,Hasselt,Flanders,No,98.4,365,109,No,Direct debit,9,151,1,0,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,28,Brussels,Brussels,Yes,10.2,81,72,No,Direct debit,58,174,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,37,Leuven,Flanders,Yes,2.9,277,73,No,Direct debit,50,161,0,1,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,46,Mons,Wallonia,No,88.7,394,14,No,Direct debit,20,476,0,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,28,Mechelen,Flanders,No,2.1,530,22,No,Direct debit,10,128,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,41,Liège,Wallonia,Yes,11.7,184,25,No,Bank transfer,9,144,1,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,23,Antwerp,Flanders,Yes,143.5,250,6,No,Bank transfer,1,585,1,0,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,32,Namur,Wallonia,No,188.6,1126,1,No,Direct debit,41,316,0,2,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,43,Namur,Wallonia,No,36.7,830,117,No,Direct debit,15,152,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,20,Mechelen,Flanders,No,53.4,925,11,No,Direct debit,10,241,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,45,Mons,Wallonia,No,9.4,417,10,No,Direct debit,16,88,2,3,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,39,Brussels,Brussels,Yes,6.5,540,3,No,Direct debit,41,151,2,4,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Brussels,Brussels,Yes,10.8,642,105,Yes,Direct debit,4,126,1,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,42,Namur,Wallonia,No,69.5,1116,34,No,Direct debit,47,259,2,0,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,56,Namur,Wallonia,No,132.9,122,43,No,Direct debit,55,173,1,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,41,Brussels,Brussels,Yes,119.0,298,97,No,Card,71,163,1,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,34,Antwerp,Flanders,Yes,74.6,509,16,No,Direct debit,13,362,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,41,Brussels,Brussels,Yes,3.1,459,38,Yes,Bank transfer,6,135,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,46,Antwerp,Flanders,Yes,70.2,248,1,No,Bank transfer,12,188,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,40,Namur,Wallonia,No,2.0,607,8,No,Direct debit,10,106,0,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,40,Mechelen,Flanders,No,58.4,307,71,Yes,Direct debit,5,340,1,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,31,Ghent,Flanders,Yes,9.6,437,58,No,Direct debit,23,191,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,32,Ghent,Flanders,Yes,107.8,590,17,No,Direct debit,16,296,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,23,Brussels,Brussels,Yes,11.9,318,18,No,Direct debit,49,126,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,60,Antwerp,Flanders,Yes,3.2,711,30,No,Direct debit,1,131,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,25,Hasselt,Flanders,No,3.4,793,0,No,Direct debit,25,86,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,31,Mons,Wallonia,No,55.6,255,11,No,Direct debit,35,159,2,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,31,Charleroi,Wallonia,Yes,45.3,305,9,Yes,Direct debit,35,366,1,4,No,Month-to-month
Mobile Essential,5,16.99,220,4G,50,Brussels,Brussels,Yes,3.0,206,11,No,Direct debit,53,111,1,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,36,Charleroi,Wallonia,Yes,3.4,430,65,No,Direct debit,32,147,0,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,54,Namur,Wallonia,No,64.1,530,13,No,Direct debit,64,316,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,31,Namur,Wallonia,No,5.7,340,8,No,Direct debit,10,78,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,43,Leuven,Flanders,Yes,65.8,520,28,No,Direct debit,17,367,2,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,29,Ghent,Flanders,Yes,41.9,300,80,No,Direct debit,1,202,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,65,Antwerp,Flanders,Yes,5.7,307,11,No,Direct debit,1,99,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,25,Brussels,Brussels,Yes,2.2,548,3,No,Bank transfer,7,154,1,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,43,Antwerp,Flanders,Yes,45.7,321,17,No,Direct debit,3,490,0,0,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,47,Antwerp,Flanders,Yes,5.3,415,55,No,Direct debit,8,128,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,44,Leuven,Flanders,Yes,8.8,560,32,No,Direct debit,5,127,0,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,37,Liège,Wallonia,Yes,62.4,515,67,No,Bank transfer,1,361,0,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,38,Leuven,Flanders,Yes,194.6,303,128,No,Direct debit,58,421,0,1,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,40,Brussels,Brussels,Yes,105.9,843,62,No,Direct debit,1,480,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,38,Mons,Wallonia,No,96.1,116,37,No,Direct debit,32,204,1,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,51,Mons,Wallonia,No,6.0,50,27,No,Direct debit,4,134,1,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,66,Namur,Wallonia,No,3.9,624,1,No,Direct debit,59,136,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,33,Mons,Wallonia,No,111.5,509,166,No,Direct debit,54,176,2,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,23,Mechelen,Flanders,No,60.1,185,19,No,Card,26,172,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,38,Mons,Wallonia,No,10.0,466,6,No,Direct debit,27,167,0,3,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,70,Brussels,Brussels,Yes,128.2,273,43,No,Direct debit,1,665,0,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,30,Ghent,Flanders,Yes,5.6,595,13,No,Direct debit,101,146,1,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,59,Antwerp,Flanders,Yes,63.2,50,35,No,Direct debit,51,327,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,60,Antwerp,Flanders,Yes,5.0,362,35,Yes,Bank transfer,55,98,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,33,Brussels,Brussels,Yes,26.7,293,23,No,Direct debit,26,268,1,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,46,Hasselt,Flanders,No,2.0,713,72,Yes,Direct debit,11,96,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,59,Namur,Wallonia,No,2.8,84,12,No,Direct debit,54,147,1,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,35,Mechelen,Flanders,No,4.7,446,23,No,Bank transfer,9,148,2,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Brussels,Brussels,Yes,43.7,619,30,No,Direct debit,20,224,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,33,Namur,Wallonia,No,43.3,1241,43,No,Direct debit,3,236,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,27,Hasselt,Flanders,No,66.5,306,61,No,Direct debit,62,333,1,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,32,Ghent,Flanders,Yes,182.2,536,20,No,Direct debit,4,539,1,0,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,25,Liège,Wallonia,Yes,11.3,89,41,Yes,Card,7,130,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,40,Antwerp,Flanders,Yes,6.5,431,6,No,Direct debit,20,103,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,30,Ghent,Flanders,Yes,114.3,881,107,No,Direct debit,35,334,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,42,Charleroi,Wallonia,Yes,6.2,1249,19,Yes,Direct debit,24,155,0,2,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,21,Antwerp,Flanders,Yes,62.4,569,52,No,Direct debit,7,519,0,0,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,43,Leuven,Flanders,Yes,2.7,115,0,Yes,Direct debit,1,158,2,0,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,50,Charleroi,Wallonia,Yes,88.2,967,9,No,Bank transfer,34,486,1,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,18,Liège,Wallonia,Yes,3.7,116,26,Yes,Direct debit,102,90,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,44,Brussels,Brussels,Yes,127.8,170,84,Yes,Bank transfer,40,307,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,54,Brussels,Brussels,Yes,29.8,1017,29,Yes,Direct debit,15,226,2,4,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,25,Brussels,Brussels,Yes,154.9,410,106,No,Direct debit,57,622,0,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,60,Hasselt,Flanders,No,4.1,281,26,No,Direct debit,13,114,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Leuven,Flanders,Yes,37.8,673,26,No,Direct debit,18,196,0,0,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,31,Brussels,Brussels,Yes,113.8,483,5,No,Bank transfer,16,712,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,39,Mons,Wallonia,No,38.4,833,64,No,Bank transfer,15,317,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,46,Mechelen,Flanders,No,52.6,498,11,No,Direct debit,36,268,3,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,40,Antwerp,Flanders,Yes,44.8,505,91,No,Direct debit,18,208,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,46,Leuven,Flanders,Yes,31.9,815,96,No,Direct debit,10,273,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,28,Liège,Wallonia,Yes,29.6,406,114,No,Bank transfer,8,189,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,42,Brussels,Brussels,Yes,50.2,221,29,No,Bank transfer,1,174,0,0,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,23,Antwerp,Flanders,Yes,183.4,697,45,No,Direct debit,22,503,1,0,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,38,Namur,Wallonia,No,3.4,352,60,Yes,Direct debit,7,147,3,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,29,Leuven,Flanders,Yes,9.9,524,5,No,Direct debit,4,126,0,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,31,Mechelen,Flanders,No,142.0,71,36,Yes,Direct debit,26,512,3,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,54,Leuven,Flanders,Yes,137.4,395,1,No,Direct debit,28,312,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,53,Brussels,Brussels,Yes,63.4,296,27,No,Direct debit,34,373,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,47,Brussels,Brussels,Yes,51.2,69,6,No,Direct debit,17,343,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,26,Leuven,Flanders,Yes,9.3,404,8,No,Direct debit,54,95,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,36,Antwerp,Flanders,Yes,5.6,413,18,No,Bank transfer,67,73,0,6,No,Month-to-month
Mobile Smart,60,24.99,500,5G,54,Brussels,Brussels,Yes,43.2,549,22,No,Direct debit,40,209,0,4,No,Month-to-month
Mobile Easy,10,19.99,250,5G,41,Charleroi,Wallonia,Yes,6.6,872,39,No,Direct debit,25,189,1,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,67,Mons,Wallonia,No,24.5,787,3,No,Direct debit,9,313,0,4,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,44,Namur,Wallonia,No,5.3,312,28,No,Direct debit,98,110,1,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,42,Charleroi,Wallonia,Yes,166.2,490,8,No,Direct debit,8,569,1,2,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,36,Antwerp,Flanders,Yes,47.8,600,34,No,Bank transfer,6,740,0,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,41,Mons,Wallonia,No,51.7,318,40,No,Direct debit,15,209,0,4,No,Month-to-month
Mobile Smart,60,24.99,500,5G,38,Antwerp,Flanders,Yes,46.3,126,32,No,Direct debit,2,277,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,48,Mons,Wallonia,No,4.9,374,53,No,Direct debit,93,119,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,51,Mons,Wallonia,No,142.1,894,16,No,Direct debit,22,246,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,30,Liège,Wallonia,Yes,34.3,121,57,Yes,Direct debit,20,360,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,24,Mons,Wallonia,No,2.3,203,22,No,Direct debit,26,102,0,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,18,Mechelen,Flanders,No,131.1,239,26,Yes,Direct debit,17,307,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,46,Antwerp,Flanders,Yes,118.9,205,41,No,Direct debit,1,344,0,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,26,Leuven,Flanders,Yes,35.5,675,0,No,Direct debit,23,577,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,18,Hasselt,Flanders,No,55.6,273,42,No,Direct debit,31,229,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,44,Brussels,Brussels,Yes,49.6,686,38,No,Card,13,368,3,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,69,Hasselt,Flanders,No,4.8,446,14,Yes,Direct debit,34,117,0,2,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,39,Mons,Wallonia,No,59.3,95,3,No,Direct debit,7,422,0,0,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,50,Antwerp,Flanders,Yes,102.5,323,3,No,Direct debit,7,376,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,40,Namur,Wallonia,No,3.2,802,102,No,Direct debit,5,86,0,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,38,Charleroi,Wallonia,Yes,5.8,480,46,No,Direct debit,12,81,0,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,51,Mons,Wallonia,No,10.5,341,5,No,Direct debit,46,108,1,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,36,Mons,Wallonia,No,142.4,900,17,No,Direct debit,43,284,2,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,43,Mechelen,Flanders,No,74.1,187,35,No,Bank transfer,12,312,0,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,43,Mons,Wallonia,No,5.9,280,72,Yes,Direct debit,22,77,1,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,31,Liège,Wallonia,Yes,44.7,756,1,Yes,Direct debit,31,307,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,51,Brussels,Brussels,Yes,6.8,666,10,No,Bank transfer,7,169,0,2,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,37,Leuven,Flanders,Yes,38.6,174,88,No,Direct debit,5,444,0,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,30,Liège,Wallonia,Yes,53.1,588,0,No,Direct debit,86,265,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,46,Antwerp,Flanders,Yes,114.4,269,8,No,Bank transfer,24,207,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,29,Hasselt,Flanders,No,46.0,65,127,No,Direct debit,96,295,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,40,Liège,Wallonia,Yes,5.8,346,38,Yes,Direct debit,10,120,0,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,39,Brussels,Brussels,Yes,8.9,1297,12,No,Direct debit,30,147,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,53,Mechelen,Flanders,No,3.0,810,2,No,Direct debit,7,115,1,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,45,Namur,Wallonia,No,103.5,419,1,Yes,Direct debit,8,265,2,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,39,Leuven,Flanders,Yes,82.5,114,11,No,Bank transfer,18,199,0,4,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,49,Brussels,Brussels,Yes,170.0,67,85,No,Direct debit,10,476,0,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,56,Brussels,Brussels,Yes,169.5,447,21,No,Direct debit,5,663,0,2,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,46,Ghent,Flanders,Yes,46.9,563,50,No,Bank transfer,8,364,2,2,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,40,Charleroi,Wallonia,Yes,81.7,680,100,No,Direct debit,1,263,0,2,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,24,Antwerp,Flanders,Yes,91.6,631,20,No,Direct debit,30,572,0,2,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,27,Hasselt,Flanders,No,125.3,666,8,No,Direct debit,17,160,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,36,Antwerp,Flanders,Yes,6.6,519,29,No,Direct debit,3,123,0,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,32,Antwerp,Flanders,Yes,34.0,889,95,No,Direct debit,5,378,0,0,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,37,Charleroi,Wallonia,Yes,2.3,296,65,No,Direct debit,3,160,2,1,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,40,Liège,Wallonia,Yes,109.3,442,2,No,Card,23,481,2,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,46,Brussels,Brussels,Yes,47.1,96,47,Yes,Bank transfer,3,362,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,39,Ghent,Flanders,Yes,10.7,291,33,No,Bank transfer,34,98,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Brussels,Brussels,Yes,34.6,796,95,No,Bank transfer,1,228,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,40,Leuven,Flanders,Yes,42.3,652,5,No,Direct debit,7,306,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,18,Liège,Wallonia,Yes,10.5,50,30,Yes,Direct debit,54,127,2,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,28,Brussels,Brussels,Yes,5.3,1355,84,No,Bank transfer,31,131,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,38,Antwerp,Flanders,Yes,42.5,481,21,No,Direct debit,2,199,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,25,Ghent,Flanders,Yes,46.0,487,26,Yes,Card,42,358,0,3,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,47,Charleroi,Wallonia,Yes,77.1,277,2,Yes,Direct debit,17,164,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,58,Mons,Wallonia,No,68.8,324,13,No,Direct debit,46,163,1,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,54,Brussels,Brussels,Yes,59.4,477,15,No,Direct debit,23,297,0,4,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Liège,Wallonia,Yes,68.8,629,116,No,Bank transfer,28,195,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,57,Ghent,Flanders,Yes,56.8,536,13,No,Direct debit,120,292,0,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,41,Ghent,Flanders,Yes,99.0,294,24,No,Direct debit,7,364,3,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,35,Liège,Wallonia,Yes,4.3,218,44,No,Direct debit,24,175,0,4,No,Month-to-month
Mobile Essential,5,16.99,220,4G,32,Charleroi,Wallonia,Yes,3.9,206,7,No,Direct debit,15,114,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,36,Mons,Wallonia,No,3.6,835,26,No,Direct debit,1,145,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,35,Mechelen,Flanders,No,63.5,774,53,Yes,Direct debit,1,251,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,42,Ghent,Flanders,Yes,55.5,593,80,No,Direct debit,4,301,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,41,Namur,Wallonia,No,70.6,831,39,No,Direct debit,26,316,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,40,Antwerp,Flanders,Yes,8.5,397,44,No,Direct debit,21,98,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,45,Mechelen,Flanders,No,4.9,733,5,No,Direct debit,20,108,1,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,54,Ghent,Flanders,Yes,2.3,612,116,Yes,Direct debit,1,115,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,51,Liège,Wallonia,Yes,7.3,745,5,No,Direct debit,16,144,2,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,22,Antwerp,Flanders,Yes,29.6,190,59,No,Card,63,297,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,18,Antwerp,Flanders,Yes,8.9,50,12,No,Direct debit,13,104,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,51,Charleroi,Wallonia,Yes,11.5,515,108,No,Direct debit,24,174,3,1,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,23,Brussels,Brussels,Yes,142.5,338,50,Yes,Direct debit,37,600,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,37,Leuven,Flanders,Yes,4.6,53,56,No,Direct debit,37,182,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,25,Antwerp,Flanders,Yes,41.0,917,9,No,Direct debit,18,197,1,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,18,Brussels,Brussels,Yes,100.9,775,23,No,Direct debit,47,250,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Brussels,Brussels,Yes,7.2,544,38,No,Direct debit,12,177,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,49,Brussels,Brussels,Yes,64.0,229,58,No,Direct debit,53,335,1,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,33,Charleroi,Wallonia,Yes,126.2,92,4,No,Direct debit,7,165,1,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,18,Antwerp,Flanders,Yes,134.0,52,131,Yes,Direct debit,8,382,0,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,33,Mons,Wallonia,No,3.5,290,88,No,Direct debit,2,90,0,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,44,Hasselt,Flanders,No,73.4,672,12,No,Direct debit,39,477,0,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,22,Leuven,Flanders,Yes,29.1,340,69,Yes,Direct debit,13,180,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,42,Hasselt,Flanders,No,6.8,597,29,No,Bank transfer,7,153,0,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,39,Mechelen,Flanders,No,43.8,616,24,No,Direct debit,7,180,0,2,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,46,Liège,Wallonia,Yes,144.9,666,15,No,Direct debit,56,638,3,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,41,Antwerp,Flanders,Yes,55.6,76,34,No,Direct debit,44,323,1,0,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,28,Ghent,Flanders,Yes,4.6,245,52,No,Bank transfer,20,92,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,54,Charleroi,Wallonia,Yes,43.0,590,21,Yes,Direct debit,23,368,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,38,Mons,Wallonia,No,5.5,1040,39,No,Direct debit,16,138,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,39,Charleroi,Wallonia,Yes,2.6,867,48,No,Direct debit,12,135,3,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,28,Ghent,Flanders,Yes,5.3,526,49,No,Card,60,78,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,34,Namur,Wallonia,No,2.2,923,2,No,Bank transfer,4,125,0,4,No,Month-to-month
Mobile Essential,5,16.99,220,4G,29,Leuven,Flanders,Yes,3.7,524,78,Yes,Bank transfer,14,122,0,5,No,Month-to-month
Mobile Essential,5,16.99,220,4G,37,Leuven,Flanders,Yes,2.7,118,24,No,Direct debit,11,103,2,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,60,Antwerp,Flanders,Yes,66.2,658,12,No,Direct debit,17,366,2,0,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,23,Hasselt,Flanders,No,4.2,885,11,Yes,Direct debit,15,111,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,20,Antwerp,Flanders,Yes,5.9,1237,26,No,Direct debit,18,94,2,4,Yes,Month-to-month
